WHOREGION,FLUSEASON,HEMISPHERE,COUNTRY_CODE,COUNTRY_AREA_TERRITORY,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,SPEC_PROCESSED_NB,AH1N12009,AH1,AH3,AH5,AH7N9,ANOTSUBTYPED,ANOTSUBTYPABLE,AOTHER_SUBTYPE,INF_A,BVIC_2DEL,BVIC_3DEL,BVIC_NODEL,BVIC_DELUNK,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE
AMR,NH,NH,USA,United States of America,2021-04-12,2021,15,15425.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,15418.0
SEAR,YR,NH,THA,Thailand,2017-07-24,2017,30,46.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,21.0,25.0
EMR,YR,NH,SAU,Saudi Arabia,2021-12-13,2021,50,209.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,16.0,193.0
AFR,YR,NH,MLI,Mali,2021-10-18,2021,42,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
AFR,YR,NH,GIN,Guinea,2023-03-27,2023,13,40.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0
EMR,YR,NH,KWT,Kuwait,2019-12-09,2019,50,739.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,325.0,414.0
AFR,YR,NH,CMR,Cameroon,2021-08-16,2021,33,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
AMR,YR,NH,BLZ,Belize,2017-06-19,2017,25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
EMR,YR,NH,IRN,Iran (Islamic Republic of),2019-01-14,2019,3,1159.0,7.0,0.0,248.0,0.0,0.0,79.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,335.0,824.0
AFR,YR,NH,NER,Niger,2022-10-10,2022,41,104.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,99.0
WPR,YR,NH,MYS,Malaysia,2020-02-17,2020,8,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
AFR,SH,SH,NAM,Namibia,2022-08-01,2022,31,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
AMR,NH,NH,USA,United States of America,2016-07-11,2016,28,291.0,1.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,2.0,0.0,11.0,3.0,16.0,39.0,252.0
SEAR,YR,NH,NPL,Nepal,2018-07-16,2018,29,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,44.0
AFR,YR,NH,NGA,Nigeria,2019-04-22,2019,17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
EMR,NH,NH,TUN,Tunisia,2022-06-13,2022,24,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
AFR,YR,SH,ZMB,Zambia,2023-08-14,2023,33,85.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,9.0,76.0
AMR,YR,NH,HND,Honduras,2021-08-02,2021,31,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
AMR,YR,NH,GTM,Guatemala,2020-03-30,2020,14,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,40.0
EMR,YR,NH,BHR,Bahrain,2016-12-19,2016,51,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
SEAR,YR,NH,NPL,Nepal,2023-03-27,2023,13,142.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,135.0
EUR,NH,NH,ESP,Spain,2002-12-16,2002,51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
AMR,NH,NH,USA,United States of America,2018-05-28,2018,22,10789.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,165.0,10624.0
AMR,YR,NH,CRI,Costa Rica,2020-07-06,2020,28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
WPR,YR,NH,LAO,Lao People's Democratic Republic,2021-04-05,2021,14,137.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,134.0
EMR,YR,NH,PAK,Pakistan,2017-10-16,2017,42,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
SEAR,YR,NH,BGD,Bangladesh,2020-03-16,2020,12,95.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,92.0
SEAR,YR,SH,IDN,Indonesia,2016-04-18,2016,16,143.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,52.0,91.0
EMR,NH,NH,EGY,Egypt,2019-04-29,2019,18,92.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,89.0
WPR,YR,NH,LAO,Lao People's Democratic Republic,2021-11-22,2021,47,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
WPR,YR,NH,LAO,Lao People's Democratic Republic,2018-03-19,2018,12,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,8.0,58.0
AMR,YR,NH,TTO,Trinidad and Tobago,2018-02-19,2018,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SEAR,YR,NH,BGD,Bangladesh,2022-05-23,2022,21,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0
AMR,YR,NH,CUB,Cuba,2020-01-20,2020,4,29.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0
SEAR,YR,NH,NPL,Nepal,2016-01-04,2016,1,78.0,5.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,6.0,12.0,18.0,47.0,31.0
EMR,YR,NH,PAK,Pakistan,2023-08-28,2023,35,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
SEAR,YR,NH,BGD,Bangladesh,2017-05-08,2017,19,163.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,32.0,131.0
AMR,YR,NH,BHS,Bahamas,2018-01-29,2018,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AFR,YR,SH,ZMB,Zambia,2023-01-16,2023,3,82.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,79.0
AMR,YR,NH,SUR,Suriname,2020-02-10,2020,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
EUR,NH,NH,ITA,Italy,2022-02-07,2022,6,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
AMR,YR,NH,CRI,Costa Rica,2021-07-19,2021,29,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0
EMR,YR,NH,BHR,Bahrain,2017-11-20,2017,47,12.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0
SEAR,YR,NH,BTN,Bhutan,2018-05-07,2018,19,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,25.0
EMR,YR,NH,IRN,Iran (Islamic Republic of),2019-02-18,2019,8,478.0,3.0,0.0,25.0,0.0,0.0,13.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,437.0
WPR,SH,SH,AUS,Australia,1999-08-23,1999,34,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10.0,0.0
AMR,YR,NH,BLZ,Belize,2017-09-04,2017,36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
AMR,YR,NH,HTI,Haiti,2018-08-27,2018,35,57.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,46.0
AFR,YR,NH,TCD,Chad,2022-01-17,2022,3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,18.0
EMR,YR,NH,AFG,Afghanistan,2019-05-20,2019,21,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
AMR,YR,NH,ABW,Aruba,2020-09-28,2020,40,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0
AMR,YR,NH,NIC,Nicaragua,2022-02-28,2022,9,57.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0
WPR,YR,NH,CHN,China,2017-05-01,2017,18,6912.0,302.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,363.0,0.0,0.0,250.0,0.0,26.0,25.0,301.0,664.0,6248.0
AMR,SH,SH,PRY,Paraguay,2022-04-04,2022,14,100.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,97.0
EMR,YR,NH,SAU,Saudi Arabia,2020-09-28,2020,40,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
WPR,YR,NH,CHN,China,2018-02-26,2018,9,10443.0,1163.0,0.0,113.0,0.0,0.0,1.0,0.0,0.0,1277.0,0.0,0.0,72.0,0.0,660.0,19.0,751.0,2028.0,8415.0
AMR,YR,SH,PER,Peru,2022-09-12,2022,37,123.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0
EMR,YR,NH,JOR,Jordan,2017-07-03,2017,27,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
WPR,YR,NH,VNM,Viet Nam,2021-04-19,2021,16,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0
AMR,YR,NH,MTQ,Martinique,2022-01-17,2022,3,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
AMR,NH,NH,USA,United States of America,2023-01-23,2023,4,6770.0,123.0,0.0,165.0,0.0,0.0,40.0,0.0,0.0,328.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,338.0,6432.0
SEAR,YR,NH,NPL,Nepal,2023-02-13,2023,7,141.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,23.0,118.0
EMR,YR,NH,JOR,Jordan,2021-11-29,2021,48,188.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,182.0
AMR,NH,NH,USA,United States of America,2022-10-31,2022,44,10298.0,316.0,0.0,917.0,0.0,0.0,175.0,0.0,0.0,1408.0,0.0,0.0,5.0,0.0,0.0,4.0,9.0,1417.0,8881.0
AFR,YR,NH,NGA,Nigeria,2023-07-03,2023,27,28.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0
AMR,YR,NH,LCA,Saint Lucia,2017-03-20,2017,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
WPR,YR,NH,VNM,Viet Nam,2017-01-23,2017,4,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0
SEAR,YR,SH,TLS,Timor-Leste,2023-01-02,2023,1,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0
AFR,YR,NH,CMR,Cameroon,2021-06-07,2021,23,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
EUR,NH,NH,ISR,Israel,2005-10-31,2005,44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AFR,YR,NH,GHA,Ghana,2017-05-22,2017,21,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0
SEAR,YR,NH,IND,India,2022-01-31,2022,5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
EMR,YR,NH,BHR,Bahrain,2019-09-09,2019,37,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0
AMR,YR,NH,BLZ,Belize,2019-04-29,2019,18,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
AFR,YR,NH,TGO,Togo,2010-05-17,2010,20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AMR,NH,NH,USA,United States of America,2019-04-15,2019,16,27931.0,0.0,0.0,0.0,0.0,0.0,1891.0,0.0,0.0,1891.0,0.0,0.0,0.0,0.0,0.0,511.0,511.0,2402.0,25529.0
AMR,YR,NH,VCT,Saint Vincent and the Grenadines,2018-02-19,2018,8,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
AFR,YR,NH,SEN,Senegal,2023-01-16,2023,3,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
AFR,YR,NH,BFA,Burkina Faso,2018-10-08,2018,41,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,6.0,24.0
WPR,NH,NH,KOR,Republic of Korea,2002-01-14,2002,3,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
AMR,YR,SH,BRA,Brazil,2021-07-19,2021,29,2269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2269.0
SEAR,YR,NH,BTN,Bhutan,2017-05-01,2017,18,33.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,28.0
AMR,YR,NH,DOM,Dominican Republic,2023-02-06,2023,6,38.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0
AFR,YR,NH,TGO,Togo,2023-07-31,2023,31,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
AFR,YR,NH,BFA,Burkina Faso,2021-09-20,2021,38,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0
WPR,YR,NH,LAO,Lao People's Democratic Republic,2017-02-06,2017,6,68.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,7.0,9.0,59.0
SEAR,YR,NH,MMR,Myanmar,2020-12-28,2020,53,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
EMR,YR,NH,ARE,United Arab Emirates,2020-12-21,2020,52,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
WPR,SH,SH,AUS,Australia,1999-09-27,1999,39,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0
AMR,NH,NH,USA,United States of America,2019-10-28,2019,44,25417.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,556.0,556.0,777.0,24640.0
SEAR,YR,NH,NPL,Nepal,2017-07-03,2017,27,81.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,27.0,54.0
AMR,YR,NH,COL,Colombia,2021-03-15,2021,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
EUR,NH,NH,SRB,Serbia,2017-12-11,2017,50,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0
WPR,YR,NH,VNM,Viet Nam,2021-03-01,2021,9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
EMR,YR,NH,LBN,Lebanon,2015-05-18,2015,21,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
AMR,SH,SH,URY,Uruguay,2022-09-05,2022,36,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
AMR,NH,NH,USA,United States of America,2023-03-20,2023,12,6174.0,60.0,0.0,38.0,0.0,0.0,11.0,0.0,0.0,109.0,0.0,0.0,34.0,0.0,0.0,15.0,49.0,158.0,6016.0
WPR,SH,SH,FJI,Fiji,2013-03-18,2013,12,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
AMR,NH,NH,USA,United States of America,2023-08-21,2023,34,44074.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,122.0,122.0,354.0,43720.0
AMR,SH,SH,URY,Uruguay,2020-07-20,2020,30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
WPR,NH,NH,KOR,Republic of Korea,2002-10-21,2002,43,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
WPR,SH,SH,FJI,Fiji,2022-07-11,2022,28,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
SEAR,YR,NH,NPL,Nepal,2023-04-24,2023,17,121.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,118.0
AFR,YR,NH,NGA,Nigeria,2019-06-10,2019,24,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0
AMR,YR,NH,MTQ,Martinique,2018-01-15,2018,3,20.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,5.0,0.0,8.0,18.0,2.0
AMR,YR,NH,VEN,Venezuela (Bolivarian Republic of),2015-10-19,2015,43,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
AFR,YR,NH,GHA,Ghana,2019-03-25,2019,13,118.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,109.0
AFR,NH,NH,DZA,Algeria,2017-01-16,2017,3,28.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,15.0,13.0
AMR,YR,NH,BRB,Barbados,2018-09-24,2018,39,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
AMR,YR,NH,GUF,French Guiana,2023-02-20,2023,8,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,7.0,3.0
AFR,YR,SH,MDG,Madagascar,2019-07-22,2019,30,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,3.0,14.0,17.0,5.0
AFR,YR,NH,NGA,Nigeria,2019-11-18,2019,47,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0
SEAR,YR,NH,NPL,Nepal,2021-01-25,2021,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
EUR,NH,NH,FIN,Finland,2019-12-30,2020,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AMR,NH,NH,USA,United States of America,2016-08-22,2016,34,364.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,2.0,0.0,6.0,2.0,10.0,43.0,321.0
AMR,SH,SH,ARG,Argentina,2021-05-31,2021,22,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.0
AFR,YR,NH,CMR,Cameroon,2022-08-29,2022,35,31.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0
SEAR,YR,NH,IND,India,2023-03-27,2023,13,559.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,22.0,0.0,0.0,10.0,32.0,51.0,508.0
EMR,YR,NH,JOR,Jordan,2020-10-12,2020,42,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
AMR,YR,NH,GTM,Guatemala,2022-12-26,2022,52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SEAR,YR,NH,BGD,Bangladesh,2020-12-28,2020,53,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
EUR,NH,NH,SWE,Sweden,2007-01-01,2007,1,21.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
AFR,SH,SH,NAM,Namibia,2022-05-09,2022,19,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EUR,NH,NH,IRL,Ireland,2005-03-14,2005,11,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0
SEAR,YR,NH,THA,Thailand,2019-09-23,2019,39,87.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,24.0,63.0
AMR,YR,NH,GTM,Guatemala,2022-09-12,2022,37,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0
